# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-27 20:54:52 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204309906 CONVEYANCE CHAN AT RAMSGATE LN NR GREAT BRIDGE, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204309906
#            TS   parameter     Description
#        147316       00065     Gage height, feet, Left Culvert, [Left culvert]
#        147318       00010     Temperature, water, degrees Celsius
#        147319       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        147320       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#        147321       99234     Count of samples collected by autosampler, number
#        147329       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	147316_00065	147316_00065_cd	147318_00010	147318_00010_cd	147319_00095	147319_00095_cd	147320_63680	147320_63680_cd	147321_99234	147321_99234_cd	147329_00060	147329_00060_cd
USGS	0204309906	2019-04-21 17:05	EDT	0.25	P	19.3	P	216	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:10	EDT	0.25	P	19.2	P	215	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:15	EDT	0.25	P	19.2	P	214	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:20	EDT	0.25	P	19.1	P	214	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:25	EDT	0.25	P	19.0	P	213	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:30	EDT	0.25	P	19.0	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:35	EDT	0.25	P	18.9	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:40	EDT	0.25	P	18.9	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:45	EDT	0.25	P	18.8	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:50	EDT	0.25	P	18.8	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:55	EDT	0.25	P	18.7	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:00	EDT	0.25	P	18.7	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:05	EDT	0.25	P	18.7	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:10	EDT	0.25	P	18.6	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:15	EDT	0.25	P	18.6	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:20	EDT	0.25	P	18.6	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:25	EDT	0.25	P	18.5	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:30	EDT	0.25	P	18.5	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:35	EDT	0.25	P	18.5	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:40	EDT	0.25	P	18.5	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:45	EDT	0.25	P	18.4	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:50	EDT	0.25	P	18.4	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 18:55	EDT	0.25	P	18.4	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:00	EDT	0.25	P	18.4	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:05	EDT	0.25	P	18.4	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:10	EDT	0.25	P	18.3	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:15	EDT	0.25	P	18.3	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:20	EDT	0.25	P	18.3	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:25	EDT	0.25	P	18.3	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:30	EDT	0.25	P	18.2	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:35	EDT	0.25	P	18.2	P	213	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:40	EDT	0.25	P	18.2	P	213	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:45	EDT	0.25	P	18.2	P	213	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:50	EDT	0.25	P	18.2	P	214	P			0	P	1.04	P
USGS	0204309906	2019-04-21 19:55	EDT	0.25	P	18.1	P	214	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:00	EDT	0.25	P	18.1	P	214	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:05	EDT	0.25	P	18.1	P	219	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:10	EDT	0.25	P	18.0	P	219	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:15	EDT	0.25	P	18.0	P	219	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:20	EDT	0.25	P	18.0	P	220	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:25	EDT	0.25	P	18.0	P	220	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:30	EDT	0.25	P	18.0	P	220	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:35	EDT	0.25	P	17.9	P	221	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:40	EDT	0.25	P	17.9	P	221	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:45	EDT	0.25	P	17.9	P	221	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:50	EDT	0.25	P	17.9	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 20:55	EDT	0.25	P	17.8	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:00	EDT	0.25	P	17.8	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:05	EDT	0.25	P	17.8	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:10	EDT	0.25	P	17.8	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:15	EDT	0.25	P	17.8	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:20	EDT	0.25	P	17.7	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:25	EDT	0.25	P	17.7	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:30	EDT	0.25	P	17.7	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:35	EDT	0.25	P	17.6	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:40	EDT	0.25	P	17.6	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:45	EDT	0.25	P	17.6	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:50	EDT	0.25	P	17.6	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 21:55	EDT	0.25	P	17.6	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:00	EDT	0.25	P	17.5	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:05	EDT	0.25	P	17.5	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:10	EDT	0.25	P	17.5	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:15	EDT	0.25	P	17.5	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:20	EDT	0.25	P	17.4	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:25	EDT	0.25	P	17.4	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:30	EDT	0.25	P	17.4	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:35	EDT	0.25	P	17.4	P	224	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:40	EDT	0.25	P	17.4	P	224	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:45	EDT	0.25	P	17.4	P	224	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:50	EDT	0.25	P	17.3	P	224	P			0	P	1.04	P
USGS	0204309906	2019-04-21 22:55	EDT	0.25	P	17.3	P	225	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:00	EDT	0.25	P	17.3	P	225	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:05	EDT	0.25	P	17.3	P	234	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:10	EDT	0.25	P	17.3	P	234	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:15	EDT	0.25	P	17.2	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:20	EDT	0.25	P	17.2	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:25	EDT	0.25	P	17.2	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:30	EDT	0.25	P	17.2	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:35	EDT	0.25	P	17.2	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:40	EDT	0.25	P	17.2	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:45	EDT	0.25	P	17.2	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:50	EDT	0.25	P	17.1	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-21 23:55	EDT	0.25	P	17.1	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:00	EDT	0.25	P	17.1	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:05	EDT	0.25	P	17.1	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:10	EDT	0.25	P	17.1	P	234	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:15	EDT	0.25	P	17.1	P	234	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:20	EDT	0.25	P	17.1	P	234	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:25	EDT	0.25	P	17.0	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:30	EDT	0.25	P	17.0	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:35	EDT	0.25	P	17.0	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:40	EDT	0.25	P	17.0	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:45	EDT	0.25	P	17.0	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:50	EDT	0.25	P	17.0	P	232	P			0	P	1.04	P
USGS	0204309906	2019-04-22 00:55	EDT	0.25	P	17.0	P	232	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:00	EDT	0.25	P	17.0	P	232	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:05	EDT	0.25	P	17.0	P	231	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:10	EDT	0.25	P	17.0	P	231	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:15	EDT	0.25	P	16.9	P	230	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:20	EDT	0.25	P	16.9	P	230	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:25	EDT	0.25	P	16.9	P	230	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:30	EDT	0.25	P	16.9	P	229	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:35	EDT	0.25	P	16.9	P	229	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:40	EDT	0.25	P	16.9	P	228	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:45	EDT	0.25	P	16.9	P	228	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:50	EDT	0.25	P	16.9	P	228	P			0	P	1.04	P
USGS	0204309906	2019-04-22 01:55	EDT	0.25	P	16.9	P	227	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:00	EDT	0.25	P	16.9	P	227	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:05	EDT	0.25	P	16.8	P	236	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:10	EDT	0.24	P	16.8	P	234	P			0	P	0.94	P
USGS	0204309906	2019-04-22 02:15	EDT	0.25	P	16.8	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:20	EDT	0.25	P	16.8	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:25	EDT	0.25	P	16.8	P	233	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:30	EDT	0.25	P	16.8	P	232	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:35	EDT	0.24	P	16.8	P	232	P			0	P	0.94	P
USGS	0204309906	2019-04-22 02:40	EDT	0.25	P	16.8	P	231	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:45	EDT	0.25	P	16.8	P	231	P			0	P	1.04	P
USGS	0204309906	2019-04-22 02:50	EDT	0.24	P	16.8	P	230	P			0	P	0.94	P
USGS	0204309906	2019-04-22 02:55	EDT	0.25	P	16.8	P	230	P			0	P	1.04	P
USGS	0204309906	2019-04-22 03:00	EDT	0.25	P	16.8	P	229	P			0	P	1.04	P
USGS	0204309906	2019-04-22 03:05	EDT	0.24	P	16.8	P	229	P			0	P	0.94	P
USGS	0204309906	2019-04-22 03:10	EDT	0.25	P	16.7	P	228	P			0	P	1.04	P
USGS	0204309906	2019-04-22 03:15	EDT	0.25	P	16.7	P	228	P			0	P	1.04	P
USGS	0204309906	2019-04-22 03:20	EDT	0.25	P	16.7	P	226	P			0	P	1.04	P
USGS	0204309906	2019-04-22 03:25	EDT	0.25	P	16.7	P	225	P			0	P	1.04	P
USGS	0204309906	2019-04-22 03:30	EDT	0.24	P	16.7	P	224	P			0	P	0.94	P
USGS	0204309906	2019-04-22 03:35	EDT	0.24	P	16.7	P	224	P			0	P	0.94	P
USGS	0204309906	2019-04-22 03:40	EDT	0.24	P	16.7	P	223	P			0	P	0.94	P
USGS	0204309906	2019-04-22 03:45	EDT	0.24	P	16.7	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 03:50	EDT	0.24	P	16.7	P	221	P			0	P	0.94	P
USGS	0204309906	2019-04-22 03:55	EDT	0.24	P	16.7	P	220	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:00	EDT	0.24	P	16.7	P	220	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:05	EDT	0.24	P	16.7	P	219	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:10	EDT	0.24	P	16.7	P	219	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:15	EDT	0.24	P	16.7	P	218	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:20	EDT	0.24	P	16.7	P	218	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:25	EDT	0.24	P	16.6	P	217	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:30	EDT	0.24	P	16.6	P	217	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:35	EDT	0.24	P	16.6	P	216	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:40	EDT	0.24	P	16.6	P	216	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:45	EDT	0.24	P	16.6	P	215	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:50	EDT	0.24	P	16.6	P	215	P			0	P	0.94	P
USGS	0204309906	2019-04-22 04:55	EDT	0.25	P	16.6	P	214	P			0	P	1.04	P
USGS	0204309906	2019-04-22 05:00	EDT	0.24	P	16.6	P	214	P			0	P	0.94	P
USGS	0204309906	2019-04-22 05:05	EDT	0.24	P	16.6	P	223	P			0	P	0.94	P
USGS	0204309906	2019-04-22 05:10	EDT	0.25	P	16.6	P	223	P			0	P	1.04	P
USGS	0204309906	2019-04-22 05:15	EDT	0.24	P	16.6	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 05:20	EDT	0.24	P	16.6	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 05:25	EDT	0.25	P	16.6	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 05:30	EDT	0.25	P	16.6	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 05:35	EDT	0.25	P	16.6	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 05:40	EDT	0.24	P	16.5	P	221	P			0	P	0.94	P
USGS	0204309906	2019-04-22 05:45	EDT	0.25	P	16.5	P	221	P			0	P	1.04	P
USGS	0204309906	2019-04-22 05:50	EDT	0.24	P	16.5	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 05:55	EDT	0.24	P	16.5	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:00	EDT	0.25	P	16.5	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 06:05	EDT	0.24	P	16.5	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:10	EDT	0.24	P	16.5	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:15	EDT	0.24	P	16.5	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:20	EDT	0.24	P	16.5	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:25	EDT	0.24	P	16.5	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:30	EDT	0.25	P	16.5	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 06:35	EDT	0.24	P	16.4	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:40	EDT	0.24	P	16.4	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:45	EDT	0.24	P	16.4	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 06:50	EDT	0.25	P	16.4	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 06:55	EDT	0.25	P	16.4	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 07:00	EDT	0.25	P	16.4	P	222	P			0	P	1.04	P
USGS	0204309906	2019-04-22 07:05	EDT	0.24	P	16.4	P	221	P			0	P	0.94	P
USGS	0204309906	2019-04-22 07:10	EDT	0.24	P	16.4	P	221	P			0	P	0.94	P
USGS	0204309906	2019-04-22 07:15	EDT	0.25	P	16.4	P	221	P			0	P	1.04	P
USGS	0204309906	2019-04-22 07:20	EDT	0.25	P	16.4	P	220	P			0	P	1.04	P
USGS	0204309906	2019-04-22 07:25	EDT	0.25	P	16.4	P	220	P			0	P	1.04	P
USGS	0204309906	2019-04-22 07:30	EDT	0.25	P	16.4	P	219	P			0	P	1.04	P
USGS	0204309906	2019-04-22 07:35	EDT	0.24	P	16.4	P	219	P			0	P	0.94	P
USGS	0204309906	2019-04-22 07:40	EDT	0.24	P	16.4	P	218	P			0	P	0.94	P
USGS	0204309906	2019-04-22 07:45	EDT	0.25	P	16.4	P	218	P			0	P	1.04	P
USGS	0204309906	2019-04-22 07:50	EDT	0.24	P	16.4	P	218	P			0	P	0.94	P
USGS	0204309906	2019-04-22 07:55	EDT	0.24	P	16.4	P	218	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:00	EDT	0.24	P	16.4	P	217	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:05	EDT	0.25	P	16.4	P	228	P			0	P	1.04	P
USGS	0204309906	2019-04-22 08:10	EDT	0.25	P	16.4	P	227	P			0	P	1.04	P
USGS	0204309906	2019-04-22 08:15	EDT	0.24	P	16.4	P	226	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:20	EDT	0.24	P	16.4	P	225	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:25	EDT	0.25	P	16.4	P	225	P			0	P	1.04	P
USGS	0204309906	2019-04-22 08:30	EDT	0.25	P	16.4	P	224	P			0	P	1.04	P
USGS	0204309906	2019-04-22 08:35	EDT	0.24	P	16.4	P	223	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:40	EDT	0.24	P	16.4	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:45	EDT	0.24	P	16.4	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:50	EDT	0.24	P	16.4	P	222	P			0	P	0.94	P
USGS	0204309906	2019-04-22 08:55	EDT	0.24	P	16.4	P	221	P			0	P	0.94	P
USGS	0204309906	2019-04-22 09:00	EDT	0.24	P	16.4	P	221	P			0	P	0.94	P
USGS	0204309906	2019-04-22 09:05	EDT	0.24	P	16.4	P	220	P			0	P	0.94	P
USGS	0204309906	2019-04-22 09:10	EDT	0.24	P	16.4	P	220	P			0	P	0.94	P
USGS	0204309906	2019-04-22 09:15	EDT	0.24	P	16.4	P	219	P			0	P	0.94	P
USGS	0204309906	2019-04-22 09:20	EDT	0.24	P	16.4	P	219	P			0	P	0.94	P
USGS	0204309906	2019-04-22 09:25	EDT	0.24	P	16.4	P	218	P			0	P	0.94	P
USGS	0204309906	2019-04-22 09:30	EDT	0.24	P							0	P	0.94	P
USGS	0204309906	2019-04-22 09:35	EDT	0.25	P							0	P	1.04	P
USGS	0204309906	2019-04-22 09:40	EDT	0.24	P							0	P	0.94	P
USGS	0204309906	2019-04-22 09:45	EDT	0.24	P							0	P	0.94	P
USGS	0204309906	2019-04-22 09:50	EDT	0.24	P							0	P	0.94	P
USGS	0204309906	2019-04-22 09:55	EDT	0.24	P							0	P	0.94	P
USGS	0204309906	2019-04-22 10:00	EDT	0.26	P							0	P	1.16	P
USGS	0204309906	2019-04-22 10:05	EDT	0.29	P							0	P	1.56	P
USGS	0204309906	2019-04-22 10:10	EDT	0.26	P							0	P	1.16	P
USGS	0204309906	2019-04-22 10:15	EDT	0.22	P							0	P	0.77	P
USGS	0204309906	2019-04-22 10:20	EDT	0.22	P	16.6	P	218	P	2.9	P	0	P	0.77	P
USGS	0204309906	2019-04-22 10:25	EDT	0.22	P	16.6	P	218	P	2.7	P	0	P	0.77	P
USGS	0204309906	2019-04-22 10:30	EDT	0.22	P	16.6	P	218	P	3.1	P	0	P	0.77	P
USGS	0204309906	2019-04-22 10:35	EDT	0.22	P	16.7	P	218	P	2.4	P	0	P	0.77	P
USGS	0204309906	2019-04-22 10:40	EDT	0.21	P	16.7	P	218	P	2.3	P	0	P	0.68	P
USGS	0204309906	2019-04-22 10:45	EDT	0.22	P	16.8	P	218	P	2.9	P	0	P	0.77	P
USGS	0204309906	2019-04-22 10:50	EDT	0.22	P	16.8	P	219	P	3.4	P	0	P	0.77	P
USGS	0204309906	2019-04-22 10:55	EDT	0.22	P	16.8	P	219	P	2.2	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:00	EDT	0.22	P	16.9	P	219	P	2.8	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:05	EDT	0.21	P	16.9	P	218	P	2.3	P	0	P	0.68	P
USGS	0204309906	2019-04-22 11:10	EDT	0.21	P	17.0	P	218	P	2.2	P	0	P	0.68	P
USGS	0204309906	2019-04-22 11:15	EDT	0.22	P	17.0	P	218	P	2.3	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:20	EDT	0.22	P	17.0	P	218	P	2.3	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:25	EDT	0.22	P	17.1	P	219	P	2.1	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:30	EDT	0.22	P	17.1	P	219	P	2.4	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:35	EDT	0.22	P	17.2	P	219	P	2.9	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:40	EDT	0.22	P	17.2	P	219	P	2.3	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:45	EDT	0.22	P	17.2	P	219	P	2.2	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:50	EDT	0.22	P	17.3	P	219	P	2.2	P	0	P	0.77	P
USGS	0204309906	2019-04-22 11:55	EDT	0.22	P	17.3	P	219	P	2.3	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:00	EDT	0.22	P	17.4	P	220	P	2.6	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:05	EDT	0.22	P	17.4	P	220	P	2.4	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:10	EDT	0.22	P	17.5	P	220	P	3.0	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:15	EDT	0.21	P	17.5	P	220	P	2.6	P	0	P	0.68	P
USGS	0204309906	2019-04-22 12:20	EDT	0.22	P	17.6	P	220	P	2.4	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:25	EDT	0.21	P	17.6	P	220	P	3.4	P	0	P	0.68	P
USGS	0204309906	2019-04-22 12:30	EDT	0.22	P	17.7	P	221	P	3.6	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:35	EDT	0.21	P	17.8	P	221	P	3.5	P	0	P	0.68	P
USGS	0204309906	2019-04-22 12:40	EDT	0.21	P	17.8	P	221	P	3.1	P	0	P	0.68	P
USGS	0204309906	2019-04-22 12:45	EDT	0.22	P	17.9	P	221	P	3.1	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:50	EDT	0.22	P	17.9	P	221	P	3.1	P	0	P	0.77	P
USGS	0204309906	2019-04-22 12:55	EDT	0.21	P	18.0	P	222	P	2.9	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:00	EDT	0.21	P	18.1	P	222	P	2.6	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:05	EDT	0.22	P	18.1	P	222	P	2.7	P	0	P	0.77	P
USGS	0204309906	2019-04-22 13:10	EDT	0.21	P	18.2	P	222	P	12.5	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:15	EDT	0.21	P	18.2	P	222	P	2.5	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:20	EDT	0.21	P	18.3	P	222	P	3.0	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:25	EDT	0.21	P	18.3	P	223	P	3.1	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:30	EDT	0.21	P	18.4	P	223	P	3.1	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:35	EDT	0.21	P	18.5	P	223	P	3.0	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:40	EDT	0.21	P	18.5	P	223	P	2.7	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:45	EDT	0.21	P	18.6	P	223	P	3.5	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:50	EDT	0.21	P	18.7	P	224	P	2.7	P	0	P	0.68	P
USGS	0204309906	2019-04-22 13:55	EDT	0.21	P	18.7	P	224	P	2.7	P	0	P	0.68	P
USGS	0204309906	2019-04-22 14:00	EDT	0.21	P	18.8	P	224	P	4.4	P	0	P	0.68	P
USGS	0204309906	2019-04-22 14:05	EDT	0.21	P	18.9	P	224	P	3.1	P	0	P	0.68	P
USGS	0204309906	2019-04-22 14:10	EDT	0.21	P	19.0	P	224	P	2.7	P	0	P	0.68	P
USGS	0204309906	2019-04-22 14:15	EDT	0.22	P	19.0	P	225	P	2.6	P	0	P	0.77	P
USGS	0204309906	2019-04-22 14:20	EDT	0.21	P	19.1	P	225	P	2.6	P	0	P	0.68	P
USGS	0204309906	2019-04-22 14:25	EDT	0.21	P	19.2	P	225	P	2.8	P	0	P	0.68	P
USGS	0204309906	2019-04-22 14:30	EDT	0.21	P	19.2	P	225	P	2.6	P	0	P	0.68	P
USGS	0204309906	2019-04-22 14:35	EDT	0.21	P	19.3	P	226	P	2.4	P	0	P	0.68	P
