# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 20:22:11 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204288539 BELLS MILL CRK AT BELLS MILL RD AT CHESAPEAKE, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204288539
#            TS   parameter     statistic     Description
#        145390       62620     00021     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal High (Daily))
#        145391       62620     00024     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal Low (Daily))
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	145390_62620_00021	145390_62620_00021_cd	145391_62620_00024	145391_62620_00024_cd
USGS	0204288539	2018-09-18	1.74	A	-0.71	A
USGS	0204288539	2018-09-19	2.10	A	-0.43	A
USGS	0204288539	2018-09-20	2.67	A	-0.28	A
USGS	0204288539	2018-09-21	2.56	A	0.04	A
USGS	0204288539	2018-09-22	2.40	A	-0.84	A
USGS	0204288539	2018-09-23	2.55	A	-0.82	A
USGS	0204288539	2018-09-24	3.09	A	-0.41	A
USGS	0204288539	2018-09-25	2.98	A	-0.33	A
USGS	0204288539	2018-09-26	2.77	A	-0.77	A
USGS	0204288539	2018-09-27	2.68	A	-0.95	A
USGS	0204288539	2018-09-28	2.75	A	-1.22	A
USGS	0204288539	2018-09-29	2.57	A	-0.79	A
USGS	0204288539	2018-09-30	2.31	A	-0.83	A
USGS	0204288539	2018-10-01	2.05	A	-0.96	A
USGS	0204288539	2018-10-02	1.90	A	-1.13	A
USGS	0204288539	2018-10-03	1.87	A	-1.26	A
USGS	0204288539	2018-10-04	2.19	P	-1.03	P
USGS	0204288539	2018-10-05	2.67	P	-0.82	P
USGS	0204288539	2018-10-06	2.82	P	-0.83	P
USGS	0204288539	2018-10-07	2.61	P	-1.29	P
USGS	0204288539	2018-10-08	2.46	P	-1.57	P
USGS	0204288539	2018-10-09	2.83	P	-1.35	P
USGS	0204288539	2018-10-10	2.66	P	-1.47	P
USGS	0204288539	2018-10-11	2.33	P	-1.58	P
USGS	0204288539	2018-10-12	3.81	P	-0.46	P
USGS	0204288539	2018-10-13	3.16	P	-0.10	P
USGS	0204288539	2018-10-14	2.34	P	-0.76	P
USGS	0204288539	2018-10-15	1.65	P	-0.93	P
USGS	0204288539	2018-10-16	1.40	P	-0.92	P
USGS	0204288539	2018-10-17	1.11	P	-1.34	P
USGS	0204288539	2018-10-18	1.23	P	-1.50	P
USGS	0204288539	2018-10-19	0.87	P	-1.29	P
USGS	0204288539	2018-10-20	0.74	P	-2.13	P
USGS	0204288539	2018-10-21	1.41	P	-1.78	P
USGS	0204288539	2018-10-22	1.41	P	-1.68	P
USGS	0204288539	2018-10-23	1.29	P	-1.88	P
USGS	0204288539	2018-10-24	2.45	P	-1.35	P
USGS	0204288539	2018-10-25	2.28	P	-1.52	P
USGS	0204288539	2018-10-26	2.91	P	-1.71	P
USGS	0204288539	2018-10-27	2.69	P	-0.95	P
USGS	0204288539	2018-10-28	2.36	P	-1.41	P
USGS	0204288539	2018-10-29	1.68	P	-1.86	P
USGS	0204288539	2018-10-30	1.54	P	-1.91	P
USGS	0204288539	2018-10-31	1.45	P	-1.56	P
USGS	0204288539	2018-11-01	1.26	P	-1.98	P
USGS	0204288539	2018-11-02	1.58	P	-2.05	P
USGS	0204288539	2018-11-03	1.48	P	-1.92	P
USGS	0204288539	2018-11-04	1.48	P	-2.07	P
USGS	0204288539	2018-11-05	2.17	P	-1.94	P
USGS	0204288539	2018-11-06	2.40	P	-1.64	P
USGS	0204288539	2018-11-07	2.46	P	-1.53	P
USGS	0204288539	2018-11-08	2.79	P	-1.70	P
USGS	0204288539	2018-11-09	2.73	P	-1.10	P
USGS	0204288539	2018-11-10	2.71	P	-1.10	P
USGS	0204288539	2018-11-11	1.39	P	-1.91	P
USGS	0204288539	2018-11-12	1.35	P	-1.75	P
USGS	0204288539	2018-11-13	1.46	P	-1.01	P
USGS	0204288539	2018-11-14	1.42	P	-1.18	P
USGS	0204288539	2018-11-15	2.59	P	-0.45	P
USGS	0204288539	2018-11-16	1.32	P	-1.46	P
USGS	0204288539	2018-11-17	1.36	P	-1.38	P
USGS	0204288539	2018-11-18	1.16	P	-1.50	P
USGS	0204288539	2018-11-19	1.68	P	-1.02	P
USGS	0204288539	2018-11-20	2.29	P	-1.16	P
USGS	0204288539	2018-11-21	2.14	P	-1.53	P
USGS	0204288539	2018-11-22	2.31	P	-1.26	P
USGS	0204288539	2018-11-23	2.25	P	-1.58	P
USGS	0204288539	2018-11-24	2.52	P	-1.40	P
USGS	0204288539	2018-11-25	2.40	P	-1.55	P
USGS	0204288539	2018-11-26	2.88	P	-1.25	P
USGS	0204288539	2018-11-27	2.76	P	-0.77	P
USGS	0204288539	2018-11-28	2.42	P	-1.58	P
USGS	0204288539	2018-11-29	1.49	P	-1.84	P
USGS	0204288539	2018-11-30	1.65	P	-1.62	P
USGS	0204288539	2018-12-01	2.27	P	-0.69	P
USGS	0204288539	2018-12-02	2.44	P	-0.50	P
USGS	0204288539	2018-12-03	2.45	P	-0.95	P
USGS	0204288539	2018-12-04	2.52	P	-1.11	P
USGS	0204288539	2018-12-05	2.24	P	-1.45	P
USGS	0204288539	2018-12-06	2.31	P	-1.47	P
USGS	0204288539	2018-12-07	1.75	P	-1.91	P
USGS	0204288539	2018-12-08	1.97	P	-1.73	P
USGS	0204288539	2018-12-09	2.30	P	-1.05	P
USGS	0204288539	2018-12-10	3.39	P	-0.05	P
USGS	0204288539	2018-12-11	2.30	P	-0.71	P
USGS	0204288539	2018-12-12	1.50	P	-1.00	P
USGS	0204288539	2018-12-13	1.27	P	-0.95	P
USGS	0204288539	2018-12-14	1.59	P	-0.84	P
USGS	0204288539	2018-12-15	1.65	P	-0.59	P
USGS	0204288539	2018-12-16	1.79	P	-0.47	P
USGS	0204288539	2018-12-17	2.07	P	-0.38	P
USGS	0204288539	2018-12-18	2.27	P	-0.31	P
USGS	0204288539	2018-12-19	1.29	P	-1.54	P
USGS	0204288539	2018-12-20	1.89	P	-1.61	P
USGS	0204288539	2018-12-21	2.47	P	-1.54	P
USGS	0204288539	2018-12-22	2.43	P	-1.76	P
USGS	0204288539	2018-12-23	2.12	P	-2.18	P
USGS	0204288539	2018-12-24	1.99	P	-2.30	P
USGS	0204288539	2018-12-25	2.32	P	-2.13	P
USGS	0204288539	2018-12-26	2.21	P	-1.68	P
USGS	0204288539	2018-12-27	1.80	P	-1.71	P
USGS	0204288539	2018-12-28	1.64	P	-1.83	P
USGS	0204288539	2018-12-29	2.04	P	-1.41	P
USGS	0204288539	2018-12-30	1.80	P	-1.37	P
USGS	0204288539	2018-12-31	1.81	P	-0.94	P
USGS	0204288539	2019-01-01	1.64	P	-1.31	P
USGS	0204288539	2019-01-02	1.96	P	-1.62	P
USGS	0204288539	2019-01-03	1.94	P	-1.36	P
USGS	0204288539	2019-01-04	2.24	P	-1.15	P
USGS	0204288539	2019-01-05	2.48	P	-1.22	P
USGS	0204288539	2019-01-06	2.14	P	-1.21	P
USGS	0204288539	2019-01-07	2.52	P	-1.35	P
USGS	0204288539	2019-01-08	1.94	P	-1.33	P
USGS	0204288539	2019-01-09	2.17	P	-1.04	P
USGS	0204288539	2019-01-10	1.09	P	-1.79	P
USGS	0204288539	2019-01-11	1.25	P	-1.34	P
USGS	0204288539	2019-01-12	1.37	P	-0.94	P
USGS	0204288539	2019-01-13	2.43	P	-0.46	P
USGS	0204288539	2019-01-14	2.82	P	-0.44	P
USGS	0204288539	2019-01-15	2.02	P	-0.74	P
USGS	0204288539	2019-01-16	1.77	P	-0.99	P
USGS	0204288539	2019-01-17	1.79	P	-1.48	P
USGS	0204288539	2019-01-18	1.85	P	-1.31	P
USGS	0204288539	2019-01-19	2.42	P	-1.40	P
USGS	0204288539	2019-01-20	2.81	P	-1.40	P
USGS	0204288539	2019-01-21	2.34	P	-2.13	P
USGS	0204288539	2019-01-22	1.31	P	-2.61	P
USGS	0204288539	2019-01-23	1.24	P	-2.67	P
USGS	0204288539	2019-01-24	1.70	P	-2.63	P
USGS	0204288539	2019-01-25	1.84	P	-2.14	P
USGS	0204288539	2019-01-26	1.32	P	-1.96	P
USGS	0204288539	2019-01-27	1.41	P	-1.60	P
USGS	0204288539	2019-01-28	2.04	P	-0.80	P
USGS	0204288539	2019-01-29	1.72	P	-1.01	P
USGS	0204288539	2019-01-30	2.84	P	-0.90	P
USGS	0204288539	2019-01-31	1.70	P	-1.85	P
USGS	0204288539	2019-02-01	0.68	P	-2.39	P
USGS	0204288539	2019-02-02	1.20	P	-2.03	P
USGS	0204288539	2019-02-03	1.02	P	-2.17	P
USGS	0204288539	2019-02-04	1.55	P	-2.01	P
USGS	0204288539	2019-02-05	1.95	P	-1.40	P
USGS	0204288539	2019-02-06	1.75	P	-1.63	P
USGS	0204288539	2019-02-07	1.82	P	-1.55	P
USGS	0204288539	2019-02-08	1.81	P	-1.20	P
USGS	0204288539	2019-02-09	1.68	P	-2.07	P
USGS	0204288539	2019-02-10	0.47	P	-2.41	P
USGS	0204288539	2019-02-11	0.73	P	-2.00	P
USGS	0204288539	2019-02-12	1.43	P	-0.76	P
USGS	0204288539	2019-02-13	1.80	P	-1.00	P
USGS	0204288539	2019-02-14	1.35	P	-2.41	P
USGS	0204288539	2019-02-15	0.89	P	-2.00	P
USGS	0204288539	2019-02-16	2.24	P	-0.53	P
USGS	0204288539	2019-02-17	2.60	P	-1.23	P
USGS	0204288539	2019-02-18	2.53	P	-1.31	P
USGS	0204288539	2019-02-19	2.60	P	-1.75	P
USGS	0204288539	2019-02-20	2.17	P	-2.26	P
USGS	0204288539	2019-02-21	2.08	P	-2.11	P
USGS	0204288539	2019-02-22	2.14	P	-1.82	P
USGS	0204288539	2019-02-23	2.13	P	-1.49	P
USGS	0204288539	2019-02-24	2.60	P	-1.41	P
USGS	0204288539	2019-02-25	1.82	P	-1.97	P
USGS	0204288539	2019-02-26	0.45	P	-2.35	P
USGS	0204288539	2019-02-27	0.95	P	-1.49	P
USGS	0204288539	2019-02-28	1.52	P	-0.74	P
USGS	0204288539	2019-03-01	1.99	P	0.05	P
USGS	0204288539	2019-03-02	2.34	P	-0.46	P
USGS	0204288539	2019-03-03	2.22	P	-0.66	P
USGS	0204288539	2019-03-04	3.09	P	-0.22	P
USGS	0204288539	2019-03-05	2.41	P	-0.94	P
USGS	0204288539	2019-03-06	2.49	P	-1.34	P
USGS	0204288539	2019-03-07	1.41	P	-1.83	P
USGS	0204288539	2019-03-08	1.56	P	-1.74	P
USGS	0204288539	2019-03-09	1.93	P	-1.41	P
USGS	0204288539	2019-03-10	1.72	P	-1.36	P
USGS	0204288539	2019-03-11	1.92	P	-1.23	P
USGS	0204288539	2019-03-12	1.75	P	-1.54	P
USGS	0204288539	2019-03-13	1.34	P	-1.56	P
USGS	0204288539	2019-03-14	1.24	P	-1.42	P
USGS	0204288539	2019-03-15	1.09	P	-1.72	P
USGS	0204288539	2019-03-16	1.46	P	-2.14	P
USGS	0204288539	2019-03-17	1.49	P	-1.74	P
USGS	0204288539	2019-03-18	2.24	P	-2.23	P
USGS	0204288539	2019-03-19	2.12	P	-1.84	P
USGS	0204288539	2019-03-20	2.32	P	-2.06	P
USGS	0204288539	2019-03-21	2.46	P	-1.84	P
USGS	0204288539	2019-03-22	2.37	P	-1.60	P
USGS	0204288539	2019-03-23	1.64	P	-2.34	P
USGS	0204288539	2019-03-24	0.66	P	-2.68	P
USGS	0204288539	2019-03-25	1.11	P	-2.31	P
USGS	0204288539	2019-03-26	2.26	P	-0.15	P
USGS	0204288539	2019-03-27	2.17	P	-0.54	P
USGS	0204288539	2019-03-28	1.71	P	-1.22	P
USGS	0204288539	2019-03-29	1.24	P	-1.32	P
USGS	0204288539	2019-03-30	0.93	P	-1.65	P
USGS	0204288539	2019-03-31	1.27	P	-1.26	P
