# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 20:03:56 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204297575 LAKE RUDEE NEAR BELLS ROAD AT VIRGINIA BEACH, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204297575
#            TS   parameter     statistic     Description
#        145435       62620     00021     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal High (Daily))
#        145436       62620     00024     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal Low (Daily))
#        145437       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	145435_62620_00021	145435_62620_00021_cd	145436_62620_00024	145436_62620_00024_cd	145437_00045_00006	145437_00045_00006_cd
USGS	0204297575	2018-05-08	1.43	A	-1.23	A	0.00	P
USGS	0204297575	2018-05-09	1.43	A	-1.08	A	0.01	P
USGS	0204297575	2018-05-10	1.16	A	-2.04	A	0.39	P
USGS	0204297575	2018-05-11	1.63	A	-1.76	A	0.00	P
USGS	0204297575	2018-05-12	1.61	A	-2.27	A	0.00	P
USGS	0204297575	2018-05-13	2.59	A	-2.00	A	0.00	P
USGS	0204297575	2018-05-14	2.69	A	-2.08	A	0.03	P
USGS	0204297575	2018-05-15	2.16	A	-2.52	A	0.00	P
USGS	0204297575	2018-05-16	2.61	A	-2.76	A	1.40	P
USGS	0204297575	2018-05-17	2.75	A	-2.36	A	3.69	P
USGS	0204297575	2018-05-18	3.04	A	-2.09	A	0.02	P
USGS	0204297575	2018-05-19	2.33	A	-1.73	A	0.21	P
USGS	0204297575	2018-05-20	1.21	A	-2.21	A	0.21	P
USGS	0204297575	2018-05-21	1.76	A	-2.09	A	0.00	P
USGS	0204297575	2018-05-22	1.82	A	-1.83	A	0.00	P
USGS	0204297575	2018-05-23	1.79	A	-1.84	A	0.00	P
USGS	0204297575	2018-05-24	1.75	A	-1.82	A	0.00	P
USGS	0204297575	2018-05-25	1.85	A	-1.99	A	0.00	P
USGS	0204297575	2018-05-26	1.66	A	-2.40	A	0.00	P
USGS	0204297575	2018-05-27	1.99	A	-2.40	A	0.00	P
USGS	0204297575	2018-05-28	2.49	A	-1.80	A	2.00	P
USGS	0204297575	2018-05-29	2.24	A	-1.78	A	0.22	P
USGS	0204297575	2018-05-30	2.22	A	-1.73	A	0.01	P
USGS	0204297575	2018-05-31	2.08	A	-1.45	A	0.01	P
USGS	0204297575	2018-06-01	2.15	A	-1.45	A	0.00	P
USGS	0204297575	2018-06-02	2.18	A	-1.28	A	1.55	P
USGS	0204297575	2018-06-03	2.62	A	-1.00	A	0.08	P
USGS	0204297575	2018-06-04	2.29	A	-0.19	A	0.00	P
USGS	0204297575	2018-06-05	1.80	A	-0.50	A	0.00	P
USGS	0204297575	2018-06-06	2.02	A	-0.64	A	0.00	P
USGS	0204297575	2018-06-07	2.07	A	-0.73	A	0.00	P
USGS	0204297575	2018-06-08	1.74	A	-1.27	A	0.00	P
USGS	0204297575	2018-06-09	1.84	A	-1.62	A	0.00	P
USGS	0204297575	2018-06-10	2.44	A	-1.65	A	0.13	P
USGS	0204297575	2018-06-11	3.79	A	-1.35	A	0.57	P
USGS	0204297575	2018-06-12	2.98	A	-1.58	A	0.41	P
USGS	0204297575	2018-06-13	2.69	A	-2.39	A	0.02	P
USGS	0204297575	2018-06-14	2.76	A	-2.63	A	0.00	P
USGS	0204297575	2018-06-15	3.08	A	-2.50	A	0.00	P
USGS	0204297575	2018-06-16	2.54	A	-2.16	A	0.00	P
USGS	0204297575	2018-06-17	2.44	A	-2.32	A	0.00	P
USGS	0204297575	2018-06-18	2.05	A	-1.99	A	0.00	P
USGS	0204297575	2018-06-19	1.58	A	-2.01	A	0.00	P
USGS	0204297575	2018-06-20	1.76	A	-1.87	A	0.16	P
USGS	0204297575	2018-06-21	2.01	A	-1.66	A	0.09	P
USGS	0204297575	2018-06-22	2.45	A	-1.20	A	0.41	P
USGS	0204297575	2018-06-23	2.54	A	-1.24	A	1.02	P
USGS	0204297575	2018-06-24	2.33	A	-1.83	A	0.23	P
USGS	0204297575	2018-06-25	2.30	A	-1.71	A	0.00	P
USGS	0204297575	2018-06-26	2.29	A	-1.59	A	0.00	P
USGS	0204297575	2018-06-27	2.06	A	-1.69	A	0.00	P
USGS	0204297575	2018-06-28	2.10	A	-1.54	A	0.00	P
USGS	0204297575	2018-06-29	2.00	A	-1.57	A	0.00	P
USGS	0204297575	2018-06-30	1.88	A	-1.74	A	0.00	P
USGS	0204297575	2018-07-01	1.61	A	-1.74	A	0.00	P
USGS	0204297575	2018-07-02	1.60	A	-1.52	A	0.00	P
USGS	0204297575	2018-07-03	1.49	A	-1.46	A	0.00	P
USGS	0204297575	2018-07-04	1.32	A	-1.50	A	0.01	P
USGS	0204297575	2018-07-05	1.12	A	-1.68	A	0.02	P
USGS	0204297575	2018-07-06	1.09	A	-2.02	A	1.11	P
USGS	0204297575	2018-07-07	2.71	A	-0.81	A	0.01	P
USGS	0204297575	2018-07-08	2.48	A	-0.93	A	0.00	P
USGS	0204297575	2018-07-09	2.33	A	-1.59	A	0.00	P
USGS	0204297575	2018-07-10	2.37	A	-2.09	A	0.00	P
USGS	0204297575	2018-07-11	2.77	A	-2.31	A	0.84	P
USGS	0204297575	2018-07-12	3.19	A	-2.15	A	0.05	P
USGS	0204297575	2018-07-13	3.00	A	-2.34	A	0.00	P
USGS	0204297575	2018-07-14	2.62	A	-2.65	A	0.00	P
USGS	0204297575	2018-07-15	2.57	A	-2.66	A	0.00	P
USGS	0204297575	2018-07-16	2.18	A	-2.36	A	0.00	P
USGS	0204297575	2018-07-17	1.93	A	-2.18	A	0.04	P
USGS	0204297575	2018-07-18	2.24	A	-2.02	A	0.00	P
USGS	0204297575	2018-07-19	2.05	A	-1.63	A	0.00	P
USGS	0204297575	2018-07-20	1.95	A	-1.52	A	0.00	P
USGS	0204297575	2018-07-21	2.94	A	-1.36	A	1.74	P
USGS	0204297575	2018-07-22	2.13	A	-1.13	A	0.06	P
USGS	0204297575	2018-07-23	1.78	A	-1.69	A	1.42	P
USGS	0204297575	2018-07-24	1.84	A	-1.93	A	1.88	P
USGS	0204297575	2018-07-25	1.93	A	-1.66	A	0.82	P
USGS	0204297575	2018-07-26	1.65	A	-1.72	A	0.00	P
USGS	0204297575	2018-07-27	1.67	A	-1.78	A	0.01	P
USGS	0204297575	2018-07-28	1.87	A	-1.75	A	0.14	P
USGS	0204297575	2018-07-29	1.85	A	-1.65	A	0.00	P
USGS	0204297575	2018-07-30	1.93	A	-1.68	A	1.66	P
USGS	0204297575	2018-07-31	1.71	A	-1.60	A	0.09	P
USGS	0204297575	2018-08-01	1.38	A	-1.70	A	0.05	P
USGS	0204297575	2018-08-02	1.16	A	-2.05	A	0.15	P
USGS	0204297575	2018-08-03	1.13	A	-2.06	A	0.00	P
USGS	0204297575	2018-08-04	1.19	A	-2.19	A	0.03	P
USGS	0204297575	2018-08-05	1.72	A	-1.72	A	0.00	P
USGS	0204297575	2018-08-06	1.86	A	-1.74	A	0.00	P
USGS	0204297575	2018-08-07	1.93	A	-1.92	A	0.52	P
USGS	0204297575	2018-08-08	2.44	A	-2.18	A	0.01	P
USGS	0204297575	2018-08-09	2.76	A	-2.14	A	0.00	P
USGS	0204297575	2018-08-10	2.86	A	-2.23	A	0.01	P
USGS	0204297575	2018-08-11	2.62	A	-2.55	A	1.30	P
USGS	0204297575	2018-08-12	2.81	A	-2.36	A	0.19	P
USGS	0204297575	2018-08-13	2.43	A	-2.37	A	0.02	P
USGS	0204297575	2018-08-14	2.16	A	-2.25	A	0.00	P
USGS	0204297575	2018-08-15	1.85	A	-2.43	A	0.00	P
USGS	0204297575	2018-08-16	1.82	A	-2.02	A	0.00	P
USGS	0204297575	2018-08-17	1.72	A	-1.89	A	0.00	P
USGS	0204297575	2018-08-18	1.50	A	-1.85	A	0.42	P
USGS	0204297575	2018-08-19	1.84	A	-1.64	A	0.37	P
USGS	0204297575	2018-08-20	2.18	A	-0.86	A	1.47	P
USGS	0204297575	2018-08-21	2.21	A	-1.10	A	0.72	P
USGS	0204297575	2018-08-22	2.25	A	-1.30	A	0.00	P
USGS	0204297575	2018-08-23	2.13	A	-1.10	A	0.00	P
USGS	0204297575	2018-08-24	1.90	A	-1.49	A	0.00	P
USGS	0204297575	2018-08-25	1.91	A	-1.57	A	0.00	P
USGS	0204297575	2018-08-26	1.74	A	-1.63	A	0.00	P
USGS	0204297575	2018-08-27	1.64	A	-1.95	A	0.00	P
USGS	0204297575	2018-08-28	1.60	A	-1.88	A	0.00	P
USGS	0204297575	2018-08-29	1.53	A	-2.02	A	0.00	P
USGS	0204297575	2018-08-30	1.63	A	-2.06	A	0.95	P
USGS	0204297575	2018-08-31	2.09	A	-1.52	A	0.05	P
USGS	0204297575	2018-09-01	2.27	A	-1.08	A	0.01	P
USGS	0204297575	2018-09-02	2.19	A	-1.31	A	0.00	P
USGS	0204297575	2018-09-03	1.90	A	-1.53	A	0.00	P
USGS	0204297575	2018-09-04	1.80	A	-1.74	A	0.00	P
USGS	0204297575	2018-09-05	2.15	A	-1.74	A	0.00	P
USGS	0204297575	2018-09-06	2.35	A	-1.91	A	0.00	P
USGS	0204297575	2018-09-07	2.61	A	-2.15	A	0.00	P
USGS	0204297575	2018-09-08						
USGS	0204297575	2018-09-09	4.13	A	-1.14	A	1.43	P
USGS	0204297575	2018-09-10	3.99	A	-1.18	A	0.01	P
USGS	0204297575	2018-09-11	3.48	A	-1.39	A	0.00	P
USGS	0204297575	2018-09-12	3.03	A	-1.62	A	0.00	P
USGS	0204297575	2018-09-13	3.50	A	-1.10	A	0.11	P
USGS	0204297575	2018-09-14	3.35	A	-0.35	A	0.26	P
USGS	0204297575	2018-09-15	2.98	A	-0.27	A	0.02	P
USGS	0204297575	2018-09-16	2.51	A	-0.50	A	0.03	P
USGS	0204297575	2018-09-17	1.77	A	-0.86	A	0.00	P
USGS	0204297575	2018-09-18	1.55	A	-0.98	A	0.09	P
USGS	0204297575	2018-09-19	2.35	A	-0.49	A	0.00	P
USGS	0204297575	2018-09-20	2.62	A	-0.18	A	0.00	P
USGS	0204297575	2018-09-21						
USGS	0204297575	2018-09-22						
USGS	0204297575	2018-09-23	2.61	A	-1.06	A	0.01	P
USGS	0204297575	2018-09-24	3.17	A	-0.71	A	0.00	P
USGS	0204297575	2018-09-25	2.98	A	-0.64	A	0.93	P
USGS	0204297575	2018-09-26	2.79	A	-1.16	A	0.01	P
USGS	0204297575	2018-09-27	2.74	A	-1.35	A	0.01	P
USGS	0204297575	2018-09-28	2.63	A	-1.26	A	0.01	P
USGS	0204297575	2018-09-29	2.73	A	-1.14	A	0.00	P
USGS	0204297575	2018-09-30	2.46	A	-1.21	A	0.00	P
USGS	0204297575	2018-10-01	2.13	A	-1.31	A	0.00	P
USGS	0204297575	2018-10-02	2.10	A	-1.48	A	0.00	P
USGS	0204297575	2018-10-03	2.19	P	-1.73	P	0.00	P
USGS	0204297575	2018-10-04	2.35	P	-1.31	P	0.00	P
USGS	0204297575	2018-10-05	2.85	P	-1.33	P	0.00	P
USGS	0204297575	2018-10-06	2.98	P	-1.37	P	0.00	P
USGS	0204297575	2018-10-07	2.64	P	-1.80	P	0.00	P
USGS	0204297575	2018-10-08	2.64	P	-2.03	P	0.00	P
USGS	0204297575	2018-10-09	3.23	P	-1.81	P	0.00	P
USGS	0204297575	2018-10-10	2.81	P	-1.96	P	0.00	P
USGS	0204297575	2018-10-11	2.60	P	-1.84	P	0.62	P
USGS	0204297575	2018-10-12	3.83	P	-1.94	P	0.06	P
USGS	0204297575	2018-10-13	3.22	P	-0.68	P	0.00	P
USGS	0204297575	2018-10-14	2.34	P	-0.87	P	0.00	P
USGS	0204297575	2018-10-15	1.56	P	-1.21	P	0.00	P
USGS	0204297575	2018-10-16	1.57	P	-1.34	P	0.05	P
USGS	0204297575	2018-10-17	1.18	P	-1.41	P	0.10	P
USGS	0204297575	2018-10-18	1.36	P	-1.37	P	0.00	P
USGS	0204297575	2018-10-19	1.15	P	-1.94	P	0.00	P
USGS	0204297575	2018-10-20	0.89	P	-2.30	P	0.09	P
USGS	0204297575	2018-10-21	1.99	P	-1.11	P	0.00	P
USGS	0204297575	2018-10-22	1.85	P	-1.81	P	0.00	P
USGS	0204297575	2018-10-23	1.38	P	-2.16	P	0.00	P
USGS	0204297575	2018-10-24	2.56	P	-1.96	P	0.00	P
USGS	0204297575	2018-10-25	2.66	P	-1.79	P	0.00	P
USGS	0204297575	2018-10-26	3.03	P	-2.06	P	1.44	P
USGS	0204297575	2018-10-27	3.08	P	-1.19	P	0.01	P
USGS	0204297575	2018-10-28	2.67	P	-1.48	P	0.00	P
USGS	0204297575	2018-10-29	1.81	P	-2.32	P	0.00	P
USGS	0204297575	2018-10-30	1.98	P	-1.87	P	0.00	P
USGS	0204297575	2018-10-31	1.68	P	-1.72	P	0.00	P
USGS	0204297575	2018-11-01	1.32	P	-2.04	P	0.00	P
USGS	0204297575	2018-11-02	1.52	P	-2.22	P	0.22	P
USGS	0204297575	2018-11-03	1.47	P	-2.55	P	0.12	P
USGS	0204297575	2018-11-04						
USGS	0204297575	2018-11-05					0.36	P
USGS	0204297575	2018-11-06	2.92	P	-1.82	P	0.18	P
USGS	0204297575	2018-11-07	2.65	P	-2.00	P	0.00	P
USGS	0204297575	2018-11-08	2.83	P	-2.28	P	0.00	P
USGS	0204297575	2018-11-09	3.07	P	-1.43	P	0.03	P
USGS	0204297575	2018-11-10	2.64	P	-1.71	P	0.01	P
USGS	0204297575	2018-11-11	1.67	P	-2.01	P	0.00	P
USGS	0204297575	2018-11-12	1.44	P	-1.78	P	0.38	P
USGS	0204297575	2018-11-13	1.50	P	-1.48	P	0.84	P
USGS	0204297575	2018-11-14						
USGS	0204297575	2018-11-15	2.54	P	-0.85	P	1.92	P
USGS	0204297575	2018-11-16	1.52	P	-1.43	P	0.00	P
USGS	0204297575	2018-11-17	1.47	P	-1.80	P	0.00	P
USGS	0204297575	2018-11-18	1.21	P	-1.71	P	0.00	P
USGS	0204297575	2018-11-19	1.78	P	-1.49	P	0.07	P
USGS	0204297575	2018-11-20	2.11	P	-1.23	P	0.00	P
USGS	0204297575	2018-11-21	2.35	P	-1.55	P	0.00	P
USGS	0204297575	2018-11-22	2.39	P	-1.89	P	0.00	P
USGS	0204297575	2018-11-23	2.74	P	-2.04	P	0.00	P
USGS	0204297575	2018-11-24	2.92	P	-1.69	P	1.65	P
USGS	0204297575	2018-11-25	2.66	P	-2.27	P	0.00	P
USGS	0204297575	2018-11-26	3.23	P	-1.56	P	0.06	P
USGS	0204297575	2018-11-27	3.05	P	-1.18	P	0.00	P
USGS	0204297575	2018-11-28	2.16	P	-1.95	P	0.00	P
USGS	0204297575	2018-11-29	1.85	P	-2.02	P	0.00	P
USGS	0204297575	2018-11-30	1.70	P	-1.68	P	0.01	P
USGS	0204297575	2018-12-01	2.29	P	-0.93	P	0.06	P
USGS	0204297575	2018-12-02	2.80	P	-1.29	P	0.02	P
USGS	0204297575	2018-12-03	2.53	P	-1.49	P	0.00	P
USGS	0204297575	2018-12-04	2.65	P	-1.68	P	0.00	P
USGS	0204297575	2018-12-05	2.68	P	-1.56	P	0.03	P
USGS	0204297575	2018-12-06	2.83	P	-1.67	P	0.00	P
USGS	0204297575	2018-12-07	1.89	P	-2.42	P	0.00	P
USGS	0204297575	2018-12-08	2.29	P	-1.89	P	0.00	P
USGS	0204297575	2018-12-09	3.35	P	-1.55	P	2.02	P
USGS	0204297575	2018-12-10	3.33	P	-0.48	P	0.20	P
USGS	0204297575	2018-12-11	2.46	P	-0.85	P	0.00	P
USGS	0204297575	2018-12-12	1.78	P	-1.19	P	0.00	P
USGS	0204297575	2018-12-13	1.39	P	-1.27	P	0.00	P
USGS	0204297575	2018-12-14	1.55	P	-0.92	P	0.07	P
USGS	0204297575	2018-12-15	1.54	P	-1.00	P	0.92	P
USGS	0204297575	2018-12-16	1.88	P	-0.63	P	0.04	P
USGS	0204297575	2018-12-17	2.41	P	-1.02	P	0.00	P
USGS	0204297575	2018-12-18	2.05	P	-1.71	P	0.01	P
USGS	0204297575	2018-12-19	1.65	P	-1.93	P	0.00	P
USGS	0204297575	2018-12-20	2.14	P	-1.80	P	0.64	P
USGS	0204297575	2018-12-21	2.72	P	-1.60	P	0.15	P
USGS	0204297575	2018-12-22	2.53	P	-2.50	P	0.02	P
USGS	0204297575	2018-12-23	2.29	P	-2.95	P	0.00	P
USGS	0204297575	2018-12-24	2.34	P	-3.01	P	0.00	P
USGS	0204297575	2018-12-25	2.74	P	-2.63	P	0.00	P
USGS	0204297575	2018-12-26	2.42	P	-2.25	P	0.00	P
USGS	0204297575	2018-12-27	1.91	P	-2.23	P	0.00	P
USGS	0204297575	2018-12-28	1.75	P	-2.13	P	0.58	P
USGS	0204297575	2018-12-29	1.75	P	-2.05	P	0.00	P
USGS	0204297575	2018-12-30	1.79	P	-1.77	P	0.00	P
USGS	0204297575	2018-12-31	2.05	P	-1.58	P	0.08	P
USGS	0204297575	2019-01-01	1.91	P	-1.91	P	0.00	P
USGS	0204297575	2019-01-02	2.10	P	-1.70	P	0.02	P
USGS	0204297575	2019-01-03	2.30	P	-1.58	P	0.30	P
USGS	0204297575	2019-01-04	2.62	P	-1.54	P	0.14	P
USGS	0204297575	2019-01-05	2.89	P	-1.64	P	0.01	P
USGS	0204297575	2019-01-06	2.49	P	-1.63	P	0.00	P
USGS	0204297575	2019-01-07	2.58	P	-1.47	P	0.00	P
USGS	0204297575	2019-01-08	2.10	P	-1.59	P	0.16	P
USGS	0204297575	2019-01-09	2.33	P	-1.31	P	0.00	P
USGS	0204297575	2019-01-10	1.31	P	-1.93	P	0.00	P
USGS	0204297575	2019-01-11	1.61	P	-1.38	P	0.00	P
USGS	0204297575	2019-01-12	1.43	P	-1.45	P	0.02	P
USGS	0204297575	2019-01-13	2.23	P	-0.95	P	1.37	P
USGS	0204297575	2019-01-14	2.42	P	-0.53	P	0.00	P
USGS	0204297575	2019-01-15	1.98	P	-0.99	P	0.00	P
USGS	0204297575	2019-01-16	1.84	P	-1.36	P	0.00	P
USGS	0204297575	2019-01-17	1.98	P	-1.79	P	0.00	P
USGS	0204297575	2019-01-18	2.30	P	-1.72	P	0.00	P
USGS	0204297575	2019-01-19	2.74	P	-1.65	P	0.00	P
USGS	0204297575	2019-01-20	3.36	P	-1.52	P	0.62	P
USGS	0204297575	2019-01-21	2.86	P	-2.94	P	0.00	P
USGS	0204297575	2019-01-22	2.05	P	-3.54	P	0.00	P
USGS	0204297575	2019-01-23	1.79	P	-3.67	P	0.00	P
USGS	0204297575	2019-01-24	1.98	P	-3.24	P	1.11	P
USGS	0204297575	2019-01-25	1.74	P	-2.65	P	0.00	P
USGS	0204297575	2019-01-26	1.09	P	-2.67	P	0.00	P
USGS	0204297575	2019-01-27	1.52	P	-1.85	P	0.00	P
USGS	0204297575	2019-01-28	1.95	P	-0.99	P	0.00	P
USGS	0204297575	2019-01-29	2.06	P	-1.31	P	0.09	P
USGS	0204297575	2019-01-30	2.41	P	-1.95	P	0.00	P
USGS	0204297575	2019-01-31	1.57	P	-2.55	P	0.00	P
USGS	0204297575	2019-02-01	0.85	P	-2.59	P	0.00	P
USGS	0204297575	2019-02-02	1.51	P	-2.28	P	0.00	P
USGS	0204297575	2019-02-03	0.98	P	-2.60	P	0.00	P
USGS	0204297575	2019-02-04	1.85	P	-2.22	P	0.00	P
USGS	0204297575	2019-02-05	2.05	P	-1.88	P	0.00	P
USGS	0204297575	2019-02-06	1.78	P	-1.84	P	0.00	P
USGS	0204297575	2019-02-07	1.88	P	-1.91	P	0.00	P
USGS	0204297575	2019-02-08	1.80	P	-1.57	P	0.00	P
USGS	0204297575	2019-02-09	1.16	P	-2.49	P	0.00	P
USGS	0204297575	2019-02-10	0.74	P	-2.52	P	0.01	P
USGS	0204297575	2019-02-11	1.51	P	-2.09	P	0.49	P
USGS	0204297575	2019-02-12	1.49	P	-1.03	P	0.05	P
USGS	0204297575	2019-02-13	1.86	P	-1.41	P	0.00	P
USGS	0204297575	2019-02-14	1.60	P	-2.43	P	0.00	P
USGS	0204297575	2019-02-15	1.20	P	-2.16	P	0.00	P
USGS	0204297575	2019-02-16	2.36	P	-1.48	P	0.41	P
USGS	0204297575	2019-02-17	2.93	P	-2.03	P	0.36	P
USGS	0204297575	2019-02-18	3.08	P	-2.27	P	0.71	P
USGS	0204297575	2019-02-19	2.86	P	-2.58	P	0.00	P
USGS	0204297575	2019-02-20	2.57	P	-3.24	P	0.12	P
USGS	0204297575	2019-02-21	2.50	P	-2.84	P	0.21	P
USGS	0204297575	2019-02-22	2.28	P	-2.74	P	0.50	P
USGS	0204297575	2019-02-23	2.81	P	-2.11	P	1.29	P
USGS	0204297575	2019-02-24	2.09	P	-1.65	P	0.04	P
USGS	0204297575	2019-02-25	0.44	P	-2.77	P	0.00	P
USGS	0204297575	2019-02-26	0.41	P	-2.89	P	0.00	P
USGS	0204297575	2019-02-27	0.76	P	-1.72	P	0.00	P
USGS	0204297575	2019-02-28	1.33	P	-1.41	P	0.03	P
USGS	0204297575	2019-03-01	2.08	P	-0.61	P	0.53	P
USGS	0204297575	2019-03-02	2.28	P	-0.81	P	0.02	P
USGS	0204297575	2019-03-03	2.27	P	-1.08	P	0.66	P
USGS	0204297575	2019-03-04	2.99	P	-0.37	P	0.05	P
USGS	0204297575	2019-03-05	2.36	P	-1.28	P	0.00	P
USGS	0204297575	2019-03-06	2.58	P	-1.83	P	0.00	P
USGS	0204297575	2019-03-07	1.70	P	-2.17	P	0.00	P
USGS	0204297575	2019-03-08	1.55	P	-2.13	P	0.00	P
USGS	0204297575	2019-03-09	2.05	P	-1.89	P	0.01	P
USGS	0204297575	2019-03-10	2.11	P	-1.60	P	0.31	P
USGS	0204297575	2019-03-11	1.85	P	-1.52	P	0.00	P
USGS	0204297575	2019-03-12	1.59	P	-1.69	P	0.00	P
USGS	0204297575	2019-03-13	0.78	P	-1.76	P	0.00	P
USGS	0204297575	2019-03-14	1.51	P	-1.62	P	0.00	P
USGS	0204297575	2019-03-15						
USGS	0204297575	2019-03-16	1.06	P	-2.24	P	0.00	P
USGS	0204297575	2019-03-17	1.66	P	-2.45	P	0.00	P
USGS	0204297575	2019-03-18	2.10	P	-2.24	P	0.16	P
USGS	0204297575	2019-03-19	2.11	P	-2.79	P	0.00	P
USGS	0204297575	2019-03-20	2.50	P	-2.74	P	0.10	P
USGS	0204297575	2019-03-21	2.77	P	-2.49	P	0.48	P
USGS	0204297575	2019-03-22	2.68	P	-2.56	P	0.01	P
USGS	0204297575	2019-03-23	1.66	P	-3.26	P	0.00	P
USGS	0204297575	2019-03-24	1.47	P	-3.62	P	0.00	P
USGS	0204297575	2019-03-25	0.92	P	-2.52	P	0.45	P
USGS	0204297575	2019-03-26	2.51	P	-0.55	P	0.13	P
USGS	0204297575	2019-03-27	2.36	P	-1.02	P	0.00	P
USGS	0204297575	2019-03-28	1.66	P	-1.34	P	0.00	P
USGS	0204297575	2019-03-29	1.18	P	-1.51	P	0.00	P
USGS	0204297575	2019-03-30	0.95	P	-1.65	P	0.00	P
USGS	0204297575	2019-03-31	0.97	P	-1.58	P	0.29	P
